feed,title,long_url,short_url
ArXiv:cs.CR,Private Data Leakage in Federated Human Activity Recognition for Wearable Healthcare Devices,https://arxiv.org/abs/2405.10979,
ArXiv:cs.CR,Benchmark Early and Red Team Often: A Framework for Assessing and Managing Dual-Use Hazards of AI Foundation Models,https://arxiv.org/abs/2405.10986,
ArXiv:cs.CR,"""What do you want from theory alone?"" Experimenting with Tight Auditing of Differentially Private Synthetic Data Generation",https://arxiv.org/abs/2405.10994,
ArXiv:cs.CR,DeFiTail: DeFi Protocol Inspection through Cross-Contract Execution Analysis,https://arxiv.org/abs/2405.11035,
ArXiv:cs.CR,Two RSA-based Cryptosystems,https://arxiv.org/abs/2405.11041,
ArXiv:cs.CR,Enhancing Watermarked Language Models to Identify Users,https://arxiv.org/abs/2405.11109,
ArXiv:cs.CR,AquaLoRA: Toward White-box Protection for Customized Stable Diffusion Models via Watermark LoRA,https://arxiv.org/abs/2405.11135,
ArXiv:cs.CR,Enhancing Automata Learning with Statistical Machine Learning: A Network Security Case Study,https://arxiv.org/abs/2405.11141,
ArXiv:cs.CR,BadActs: A Universal Backdoor Defense in the Activation Space,https://arxiv.org/abs/2405.11227,
ArXiv:cs.CR,Dynamic Quantum Key Distribution for Microgrids with Distributed Error Correction,https://arxiv.org/abs/2405.11245,
ArXiv:cs.CR,Few-Shot API Attack Anomaly Detection in a Classification-by-Retrieval Framework,https://arxiv.org/abs/2405.11247,
ArXiv:cs.CR,Few-Shot API Attack Detection: Overcoming Data Scarcity with GAN-Inspired Learning,https://arxiv.org/abs/2405.11258,
ArXiv:cs.CR,Securing 3rd Party App Integration in Docker-based Cloud Software Ecosystems,https://arxiv.org/abs/2405.11316,
ArXiv:cs.CR,Detecting Complex Multi-step Attacks with Explainable Graph Neural Network,https://arxiv.org/abs/2405.11335,
ArXiv:cs.CR,A Secure and Privacy-Friendly Logging Scheme,https://arxiv.org/abs/2405.11341,
ArXiv:cs.CR,Cloud Security and Security Challenges Revisited,https://arxiv.org/abs/2405.11350,
ArXiv:cs.CR,NTTSuite: Number Theoretic Transform Benchmarks for Accelerating Encrypted Computation,https://arxiv.org/abs/2405.11353,
ArXiv:cs.CR,Security of Cloud Services with Low-Performance Devices in Critical Infrastructures,https://arxiv.org/abs/2405.11368,
ArXiv:cs.CR,A GAN-Based Data Poisoning Attack Against Federated Learning Systems and Its Countermeasure,https://arxiv.org/abs/2405.11440,
ArXiv:cs.CR,Biometrics-Based Authenticated Key Exchange with Multi-Factor Fuzzy Extractor,https://arxiv.org/abs/2405.11456,
ArXiv:cs.CR,Towards in-situ Psychological Profiling of Cybercriminals Using Dynamically Generated Deception Environments,https://arxiv.org/abs/2405.11497,
ArXiv:cs.CR,Securing Health Data on the Blockchain: A Differential Privacy and Federated Learning Framework,https://arxiv.org/abs/2405.11580,
ArXiv:cs.CR,OFHE: An Electro-Optical Accelerator for Discretized TFHE,https://arxiv.org/abs/2405.11607,
ArXiv:cs.CR,Decentralized Privacy Preservation for Critical Connections in Graphs,https://arxiv.org/abs/2405.11713,
ArXiv:cs.CR,Understanding crypter-as-a-service in a popular underground marketplace,https://arxiv.org/abs/2405.11876,
ArXiv:cs.CR,"Post-Quantum Security: Origin, Fundamentals, and Adoption",https://arxiv.org/abs/2405.11885,
ArXiv:cs.CR,"On Separation Logic, Computational Independence, and Pseudorandomness (Extended Version)",https://arxiv.org/abs/2405.11987,
ArXiv:cs.CR,Attribute-Based Authentication in Secure Group Messaging for Distributed Environments,https://arxiv.org/abs/2405.12042,
ArXiv:cs.CR,The Incoherency Risk in the EU's New Cyber Security Policies,https://arxiv.org/abs/2405.12043,
ArXiv:cs.CR,GAN-GRID: A Novel Generative Attack on Smart Grid Stability Prediction,https://arxiv.org/abs/2405.12076,
ArXiv:cs.CR,Deciding branching hyperproperties for real time systems,https://arxiv.org/abs/2405.12104,
ArXiv:cs.CR,Clap: a Rust eDSL for PlonKish Proof Systems with a Semantics-preserving Optimizing Compiler,https://arxiv.org/abs/2405.12115,
ArXiv:cs.CR,Establishing Trust in the Beyond-5G Core Network using Trusted Execution Environments,https://arxiv.org/abs/2405.12177,
ArXiv:cs.CR,Brewer-Nash Scrutinised: Mechanised Checking of Policies featuring Write Revocation,https://arxiv.org/abs/2405.12187,
ArXiv:cs.CR,Automated Hardware Logic Obfuscation Framework Using GPT,https://arxiv.org/abs/2405.12197,
ArXiv:cs.CR,Untargeted Adversarial Attack on Knowledge Graph Embeddings,https://arxiv.org/abs/2405.10970,
ArXiv:cs.CR,Learnable Privacy Neurons Localization in Language Models,https://arxiv.org/abs/2405.10989,
ArXiv:cs.CR,Large Language Models in Wireless Application Design: In-Context Learning-enhanced Automatic Network Intrusion Detection,https://arxiv.org/abs/2405.11002,
ArXiv:cs.CR,Sketches-based join size estimation under local differential privacy,https://arxiv.org/abs/2405.11419,
ArXiv:cs.CR,Certified Robust Accuracy of Neural Networks Are Bounded due to Bayes Errors,https://arxiv.org/abs/2405.11547,
ArXiv:cs.CR,SEEP: Training Dynamics Grounds Latent Representation Search for Mitigating Backdoor Poisoning Attacks,https://arxiv.org/abs/2405.11575,
ArXiv:cs.CR,Full private delegated quantum computing tailored from user to industry,https://arxiv.org/abs/2405.11608,
ArXiv:cs.CR,Token-wise Influential Training Data Retrieval for Large Language Models,https://arxiv.org/abs/2405.11724,
ArXiv:cs.CR,Multi-speaker Text-to-speech Training with Speaker Anonymized Data,https://arxiv.org/abs/2405.11767,
ArXiv:cs.CR,Information Leakage from Embedding in Large Language Models,https://arxiv.org/abs/2405.11916,
ArXiv:cs.CR,Noise-tolerant learnability of shallow quantum circuits from statistics and the cost of quantum pseudorandomness,https://arxiv.org/abs/2405.12085,
ArXiv:cs.CR,Insecurity of Quantum Two-Party Computation with Applications to Cheat-Sensitive Protocols and Oblivious Transfer Reductions,https://arxiv.org/abs/2405.12121,
ArXiv:cs.CR,Blockchain based Secure Energy Marketplace Scheme to Motivate Peer to Peer Microgrids,https://arxiv.org/abs/2206.07248,
ArXiv:cs.CR,Hyperloop: A Cybersecurity Perspective,https://arxiv.org/abs/2209.03095,
ArXiv:cs.CR,PECAN: A Deterministic Certified Defense Against Backdoor Attacks,https://arxiv.org/abs/2301.11824,
ArXiv:cs.CR,Flamingo: Multi-Round Single-Server Secure Aggregation with Applications to Private Federated Learning,https://arxiv.org/abs/2308.09883,
ArXiv:cs.CR,Your Code Secret Belongs to Me: Neural Code Completion Tools Can Memorize Hard-Coded Credentials,https://arxiv.org/abs/2309.07639,
ArXiv:cs.CR,A Stacked Ensemble Learning IDS Model for Software-Defined VANET,https://arxiv.org/abs/2312.04956,
ArXiv:cs.CR,Hot PATE: Private Aggregation of Distributions for Diverse Task,https://arxiv.org/abs/2312.02132,
ArXiv:cs.CR,Calibration Attacks: A Comprehensive Study of Adversarial Attacks on Model Confidence,https://arxiv.org/abs/2401.02718,
