feed,title,long_url,short_url
ArXiv:cs.CR,Classical ensemble of Quantum-classical ML algorithms for Phishing detection in Ethereum transaction networks,https://arxiv.org/abs/2211.00004v1,
ArXiv:cs.CR,Rogue Protocol: A Framework For NFT Royalties Tokenisation,https://arxiv.org/abs/2211.00063v1,
ArXiv:cs.CR,Secure Web-Based Student Information Management System,https://arxiv.org/abs/2211.00072v1,
ArXiv:cs.CR,Synthetic ID Card Image Generation for Improving Presentation Attack Detection,https://arxiv.org/abs/2211.00098v1,
ArXiv:cs.CR,Unsafe's Betrayal: Abusing Unsafe Rust in Binary Reverse Engineering toward Finding Memory-safety Bugs via Machine Learning,https://arxiv.org/abs/2211.00111v1,
ArXiv:cs.CR,Adversarial Policies Beat Professional-Level Go AIs,https://arxiv.org/abs/2211.00241v1,
ArXiv:cs.CR,Adversarial Training with Complementary Labels: On the Benefit of Gradually Informative Attacks,https://arxiv.org/abs/2211.00269v1,
ArXiv:cs.CR,HFN: Heterogeneous Feature Network for Multivariate Time Series Anomaly Detection,https://arxiv.org/abs/2211.00277v1,
ArXiv:cs.CR,Empowering Data Centers for Next Generation Trusted Computing,https://arxiv.org/abs/2211.00306v1,
ArXiv:cs.CR,DensePure: Understanding Diffusion Models towards Adversarial Robustness,https://arxiv.org/abs/2211.00322v1,
ArXiv:cs.CR,Zero Day Threat Detection Using Metric Learning Autoencoders,https://arxiv.org/abs/2211.00441v1,
ArXiv:cs.CR,The Perils of Learning From Unlabeled Data: Backdoor Attacks on Semi-supervised Learning,https://arxiv.org/abs/2211.00453v1,
ArXiv:cs.CR,Amplifying Membership Exposure via Data Poisoning,https://arxiv.org/abs/2211.00463v1,
ArXiv:cs.CR,Analyzing Use of High Privileges on Android: An Empirical Case Study of Screenshot and Screen Recording Applications,https://arxiv.org/abs/1804.04605v2,
ArXiv:cs.CR,Improved Rates for Differentially Private Stochastic Convex Optimization with Heavy-Tailed Data,https://arxiv.org/abs/2106.01336v6,
ArXiv:cs.CR,Contrastive Learning for Robust Android Malware Familial Classification,https://arxiv.org/abs/2107.03799v2,
ArXiv:cs.CR,Supervised Robustness-preserving Data-free Neural Network Pruning,https://arxiv.org/abs/2204.00783v2,
ArXiv:cs.CR,A Unified Evaluation of Textual Backdoor Learning: Frameworks and Benchmarks,https://arxiv.org/abs/2206.08514v2,
ArXiv:cs.CR,Identifying Source Speakers for Voice Conversion based Spoofing Attacks on Speaker Verification Systems,https://arxiv.org/abs/2206.09103v2,
ArXiv:cs.CR,Q-rMinRank attack: The first quantum approach for key recovery attacks on Rainbow,https://arxiv.org/abs/2206.10898v3,
ArXiv:cs.CR,Data Leakage in Federated Averaging,https://arxiv.org/abs/2206.12395v3,
ArXiv:cs.CR,Robust and Lossless Fingerprinting of Deep Neural Networks via Pooled Membership Inference,https://arxiv.org/abs/2209.04113v2,
ArXiv:cs.CR,SoK: How Not to Architect Your Next-Generation TEE Malware?,https://arxiv.org/abs/2210.06792v2,
ArXiv:cs.CR,Improving Hyperspectral Adversarial Robustness using Ensemble Networks in the Presences of Multiple Attacks,https://arxiv.org/abs/2210.16346v2,
