feed,title,long_url,short_url
ArXiv:cs.CR,UID as a Guiding Metric for Automated Authorship Obfuscation,https://arxiv.org/abs/2312.03709v1,
ArXiv:cs.CR,De-identification of clinical free text using natural language processing: A systematic review of current approaches,https://arxiv.org/abs/2312.03736v1,
ArXiv:cs.CR,PCDP-SGD: Improving the Convergence of Differentially Private SGD via Projection in Advance,https://arxiv.org/abs/2312.03792v1,
ArXiv:cs.CR,Dr. Jekyll and Mr. Hyde: Two Faces of LLMs,https://arxiv.org/abs/2312.03853v1,
ArXiv:cs.CR,Optimizing Closed Payment Networks on the Lightning Network: Dual Central Node Approach,https://arxiv.org/abs/2312.03920v1,
ArXiv:cs.CR,Secure Ranging with IEEE 802.15.4z HRP UWB,https://arxiv.org/abs/2312.03964v1,
ArXiv:cs.CR,Node-aware Bi-smoothing: Certified Robustness against Graph Injection Attacks,https://arxiv.org/abs/2312.03979v1,
ArXiv:cs.CR,Defense against ML-based Power Side-channel Attacks on DNN Accelerators with Adversarial Attacks,https://arxiv.org/abs/2312.04035v1,
ArXiv:cs.CR,Making Translators Privacy-aware on the User's Side,https://arxiv.org/abs/2312.04068v1,
ArXiv:cs.CR,MediHunt: A Network Forensics Framework for Medical IoT Devices,https://arxiv.org/abs/2312.04096v1,
ArXiv:cs.CR,A framework for securing email entrances and mitigating phishing impersonation attacks,https://arxiv.org/abs/2312.04100v1,
ArXiv:cs.CR,TI-DNS: A Trusted and Incentive DNS Resolution Architecture based on Blockchain,https://arxiv.org/abs/2312.04114v1,
ArXiv:cs.CR,A Novel Federated Learning-based Intrusion Detection System for Flying Ad Hoc Networks,https://arxiv.org/abs/2312.04135v1,
ArXiv:cs.CR,Resource Allocation for Semantic Communication under Physical-layer Security,https://arxiv.org/abs/2312.04155v1,
ArXiv:cs.CR,Contract Wallet Using Emails,https://arxiv.org/abs/2312.04173v1,
ArXiv:cs.CR,Dynamic Data-Driven Digital Twins for Blockchain Systems,https://arxiv.org/abs/2312.04226v1,
ArXiv:cs.CR,Improved Efficient Two-Stage Denoising Diffusion Power System Measurement Recovery Against False Data Injection Attacks and Data Losses,https://arxiv.org/abs/2312.04346v1,
ArXiv:cs.CR,NeuJeans: Private Neural Network Inference with Joint Optimization of Convolution and Bootstrapping,https://arxiv.org/abs/2312.04356v1,
ArXiv:cs.CR,On the Impact of Multi-dimensional Local Differential Privacy on Fairness,https://arxiv.org/abs/2312.04404v1,
ArXiv:cs.CR,FreqFed: A Frequency Analysis-Based Approach for Mitigating Poisoning Attacks in Federated Learning,https://arxiv.org/abs/2312.04432v1,
ArXiv:cs.CR,Privacy-preserving quantum federated learning via gradient hiding,https://arxiv.org/abs/2312.04447v1,
ArXiv:cs.CR,Asymptotic Security using Bayesian Defense Mechanism with Application to Cyber Deception,https://arxiv.org/abs/2201.02351v3,
ArXiv:cs.CR,Some New Methods to Generate Short Addition Chains,https://arxiv.org/abs/2207.13276v2,
ArXiv:cs.CR,Temporal Robustness against Data Poisoning,https://arxiv.org/abs/2302.03684v3,
ArXiv:cs.CR,Characterizing the Optimal 0-1 Loss for Multi-class Classification with a Test-time Attacker,https://arxiv.org/abs/2302.10722v2,
ArXiv:cs.CR,Preserving privacy in domain transfer of medical AI models comes at no performance costs: The integral role of differential privacy,https://arxiv.org/abs/2306.06503v2,
ArXiv:cs.CR,RYDE: A Digital Signature Scheme based on Rank-Syndrome-Decoding Problem with MPCitH Paradigm,https://arxiv.org/abs/2307.08726v2,
ArXiv:cs.CR,"Practical, Private Assurance of the Value of Collaboration",https://arxiv.org/abs/2310.02563v2,
ArXiv:cs.CR,Shufflecake: Plausible Deniability for Multiple Hidden Filesystems on Linux,https://arxiv.org/abs/2310.04589v2,
ArXiv:cs.CR,Moonrise: Novel and Cartoon Writing System Built Upon Blockchain Systems,https://arxiv.org/abs/2311.08684v2,
ArXiv:cs.CR,"ExpM+NF Tractable Exponential Mechanism via Normalizing Flow, A Path through the Accuracy-Privacy Ceiling Constraining Differentially Private ML",https://arxiv.org/abs/2311.09200v2,
ArXiv:cs.CR,Just add WATER: WebAssembly-based Circumvention Transports,https://arxiv.org/abs/2312.00163v2,
ArXiv:cs.CR,Mark My Words: Analyzing and Evaluating Language Model Watermarks,https://arxiv.org/abs/2312.00273v2,
