feed,title,long_url,short_url
ArXiv:cs.CR,Ride-Hailing for Autonomous Vehicles: Hyperledger Fabric-Based Secure and Decentralize Blockchain Platform,https://arxiv.org/abs/2207.03525v1,
ArXiv:cs.CR,"A Review of Quantum Cybersecurity: Threats, Risks and Opportunities",https://arxiv.org/abs/2207.03534v1,
ArXiv:cs.CR,Blockchain-based Medical Image Sharing and Automated Critical-results Notification: A Novel Framework,https://arxiv.org/abs/2207.03555v1,
ArXiv:cs.CR,Demystifying the Adversarial Robustness of Random Transformation Defenses,https://arxiv.org/abs/2207.03574v1,
ArXiv:cs.CR,Robustness Evaluation of Deep Unsupervised Learning Algorithms for Intrusion Detection Systems,https://arxiv.org/abs/2207.03576v1,
ArXiv:cs.CR,Private independence testing across two parties,https://arxiv.org/abs/2207.03652v1,
ArXiv:cs.CR,Frequency-based Randomization for Guaranteeing Differential Privacy in Spatial Trajectories,https://arxiv.org/abs/2207.03722v1,
ArXiv:cs.CR,"A law of adversarial risk, interpolation, and label noise",https://arxiv.org/abs/2207.03933v1,
ArXiv:cs.CR,Bistochastic privacy,https://arxiv.org/abs/2207.03940v1,
ArXiv:cs.CR,Post-quantum hash functions using $\mathrm{SL}_n(\mathbb{F}_p)$,https://arxiv.org/abs/2207.03987v1,
ArXiv:cs.CR,Neighbors From Hell: Voltage Attacks Against Deep Learning Accelerators on Multi-Tenant FPGAs,https://arxiv.org/abs/2012.07242v2,
ArXiv:cs.CR,A methodology for training homomorphicencryption friendly neural networks,https://arxiv.org/abs/2111.03362v3,
ArXiv:cs.CR,"A Survey on DNS Encryption: Current Development, Malware Misuse, and Inference Techniques",https://arxiv.org/abs/2201.00900v2,
ArXiv:cs.CR,Secure Joint Communication and Sensing,https://arxiv.org/abs/2202.10790v4,
ArXiv:cs.CR,Towards Effective and Robust Neural Trojan Defenses via Input Filtering,https://arxiv.org/abs/2202.12154v4,
ArXiv:cs.CR,"Satoshi Nakamoto and the Origins of Bitcoin -- Narratio in Nomine, Datis et Numeris",https://arxiv.org/abs/2206.10257v4,
